Time,Time Code,Country Name,Country Code,CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],GDP per capita (current US$) [NY.GDP.PCAP.CD],"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter) [EN.ATM.PM25.MC.M3]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]","Mortality rate, neonatal (per 1,000 live births) [SH.DYN.NMRT]","Mortality rate, under-5 (per 1,000 live births) [SH.DYN.MORT]","Community health workers (per 1,000 people) [SH.MED.CMHW.P3]",Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS],Current health expenditure per capita (current US$) [SH.XPD.CHEX.PC.CD],"Physicians (per 1,000 people) [SH.MED.PHYS.ZS]",GDP (current US$) [NY.GDP.MKTP.CD],"Population, total [SP.POP.TOTL]","GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]"
1962,YR1962,Colombia,COL,..,296.893790426554,..,88.6,38,126.2,..,..,..,..,4955537980.05851,16691282,290
1962,YR1962,Costa Rica,CRI,..,331.146214193905,..,65.2,30.4,92.5,..,..,..,..,479180824.348506,1447037,350
1962,YR1962,Cuba,CUB,..,..,..,39.8,..,50.2,..,..,..,..,..,7574265,..
1962,YR1962,Dominica,DMA,..,..,..,71.1,..,114.5,..,..,..,..,..,61224,..
1962,YR1962,Dominican Republic,DOM,..,234.041924772604,..,100.1,..,144.5,..,..,..,..,824100000,3521164,220
1962,YR1962,Ecuador,ECU,..,310.445047463093,..,112.5,57.9,164.7,..,..,..,..,1518208221.23969,4890425,370
1962,YR1962,El Salvador,SLV,..,..,..,120.1,..,177.1,..,..,..,..,..,2937821,..
1962,YR1962,Equatorial Guinea,GNQ,..,32.8759647309217,..,..,..,..,..,..,..,..,9122751.45318345,277490,..
1962,YR1962,Fiji,FJI,..,287.369351892853,..,54,..,71.8,..,..,..,..,122906434.957814,427695,280
1962,YR1962,Gabon,GAB,..,347.684537825455,..,..,..,210,..,..,..,..,182796536.499884,525754,320
1962,YR1962,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,3760300,..
1962,YR1962,Grenada,GRD,..,..,..,57.4,..,85.6,..,..,..,..,..,96052,..
1962,YR1962,Guatemala,GTM,..,261.179133806117,..,141.4,..,211.1,..,..,..,..,1143600000,4378604,260
1962,YR1962,Indonesia,IDN,..,..,..,141.8,55.8,211.8,..,..,..,..,..,93345489,..
1962,YR1962,Iraq,IRQ,..,261.219378055818,..,115.7,..,169.8,..,..,..,..,1954399501.75812,7481832,..
1962,YR1962,Jamaica,JAM,..,461.899099323218,..,56.4,32.4,75.5,..,..,..,..,777727689.37556,1683761,..
1962,YR1962,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,9959414,..
1962,YR1962,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,994000,..
1962,YR1962,Libya,LBY,..,..,..,146.4,..,242.5,..,..,..,..,..,1535157,..
1962,YR1962,Malaysia,MYS,..,240.44175691183,..,60.7,19.1,82.2,..,..,..,..,2001489600.83708,8324218,250
1962,YR1962,Maldives,MDV,..,..,..,..,..,335.5,..,..,..,..,..,96332,..
1962,YR1962,Marshall Islands,MHL,..,..,..,78.3,..,110,..,..,..,..,..,16387,..
1962,YR1962,Mauritius,MUS,..,..,..,63.2,..,91.8,..,..,..,..,..,700349,..
1962,YR1962,Mexico,MEX,..,392.934591017003,..,99.2,48.9,143,..,..,..,..,15199999984.8,38683283,380
1962,YR1962,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,2177676,..
1962,YR1962,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,502558,..
1962,YR1962,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,613808,..
1962,YR1962,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,1497338,..
1962,YR1962,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,9851,..
1962,YR1962,Paraguay,PRY,..,..,..,59.9,..,81,..,..,..,..,..,1989376,..
1962,YR1962,Peru,PER,..,304.32668593123,..,129.8,53.9,215.2,..,..,..,..,3284322201.27831,10792094,290
1962,YR1962,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,122591000,..
1962,YR1962,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,6696000,..
1962,YR1962,South Africa,ZAF,..,560.699394692777,..,..,..,..,..,..,..,..,9813996078.32716,17503133,550
1962,YR1962,St. Lucia,LCA,..,..,..,100.9,..,147,..,..,..,..,..,93823,..
1962,YR1962,St. Vincent and the Grenadines,VCT,..,166.603164396026,..,100.8,..,150,..,..,..,..,14524963.6815387,87183,170
1962,YR1962,Suriname,SUR,..,402.891522801614,..,..,..,..,..,..,..,..,116150000,288291,290
